imdb,year,title,code
td0389722,2007,30 Days of Night,2007FAIL
td0390221,2004,Maria Full of Grace,2004PASS
td0390384,2004,Primer,2004FAIL
td0391198,2004,The Grudge,2004PASS
td0393109,2005,Brick,2005FAIL
td0393162,2005,Coach Carter,2005PASS
td0395584,2005,The Devils Rejects,2005PASS
td0395972,2005,North Country,2005PASS
td0396171,2006,Perfume: The Story of a Murderer,2006PASS
td0396652,2005,Ice Princess,2005PASS
td0397101,2005,The Skeleton Key,2005PASS
td0397535,2005,Memoirs of a Geisha,2005PASS
td0397892,2008,Bolt,2008PASS
td0398286,2010,Tangled,2010PASS
td0398712,2005,Assault on Precinct 13,2005PASS
td0398808,2007,Bridge to Terabithia,2007PASS
td0398913,2006,DOA: Dead or Alive,2006PASS
td0399201,2005,The Island,2005PASS
td0399295,2005,Lord of War,2005FAIL
td0400497,2005,Herbie Fully Loaded,2005PASS
td0400717,2006,Open Season,2006FAIL
td0401711,2006,Paris je taime,2006FAIL
td0401729,2012,John Carter,2012PASS
td0401792,2005,Sin City,2005PASS
td0402022,2005,AEon Flux,2005PASS
td0402399,2005,The New World,2005FAIL
td0403702,2009,Youth in Revolt,2009FAIL
td0404032,2005,The Exorcism of Emily Rose,2005PASS
td0404203,2006,Little Children,2006PASS
td0405094,2006,Das Leben Der Anderen,2006FAIL
td0405159,2004,Million Dollar Baby,2004PASS
td0405296,2006,A Scanner Darkly,2006FAIL
td0405325,2005,Sky High,2005PASS
td0405336,2006,Southland Tales,2006PASS
td0405422,2005,The 40 Year Old Virgin,2005FAIL
td0405508,2006,Rang De Basanti,2006PASS
td0406375,2005,Zathura: A Space Adventure,2005FAIL
td0406759,2008,The Eye,2008PASS
td0407265,2005,Transamerica,2005PASS
td0407304,2005,War of the Worlds,2005FAIL
td0407887,2006,The Departed,2006FAIL
td0408306,2005,Munich,2005FAIL
td0408790,2005,Flightplan,2005PASS
td0408985,2006,Last Holiday,2006PASS
td0409182,2006,Poseidon,2006FAIL
td0409459,2009,Watchmen,2009FAIL
td0409847,2011,Cowboys  Aliens,2011FAIL
td0410097,2005,Hustle  Flow,2005FAIL
td0410297,2006,The Lake House,2006FAIL
td0410377,2008,Nims Island,2008PASS
td0411061,2007,88 Minutes,2007FAIL
td0413267,2007,Shrek the Third,2007PASS
td0414387,2005,Pride and Prejudice,2005PASS
td0414852,2004,Banlieue 13,2004FAIL
td0414982,2006,Final Destination 3,2006PASS
td0414993,2006,The Fountain,2006FAIL
td0415978,2005,Me and You and Everyone We Know,2005PASS
td0416212,2008,The Secret Life of Bees,2008PASS
td0416320,2005,Match Point,2005PASS
td0416449,2006,300,2006FAIL
td0416496,2006,Bandidas,2006PASS
td0416508,2007,Becoming Jane,2007PASS
td0417001,1997,Must love Dogs,1997FAIL
td0417148,2006,Snakes on a Plane,2006PASS
td0417225,2006,Idlewild,2006PASS
td0417741,2009,Harry Potter and the Half-Blood Prince,2009PASS
td0418279,2007,Transformers,2007FAIL
td0418763,2005,Jarhead,2005FAIL
td0418773,2005,Junebug,2005PASS
td0419706,2005,Doom,2005FAIL
td0419887,2007,The Kite Runner,2007FAIL
td0420223,2006,Stranger Than Fiction,2006PASS
td0421054,2005,Domino,2005PASS
td0421239,2005,Red Eye,2005PASS
td0421715,2008,The Curious Case of Benjamin Button,2008FAIL
td0422720,2006,Marie Antoinette,2006PASS
td0423169,2006,Sherrybaby,2006FAIL
td0423409,2005,Tristram Shandy: A Cock and Bull Story,2005FAIL
td0423977,2007,Charlie Bartlett,2007FAIL
td0424095,2006,Flushed Away,2006FAIL
td0424136,2005,Hard Candy,2005PASS
td0424345,2006,Clerks II,2006FAIL
td0424774,2005,The Adventures of Sharkboy and Lavagirl 3-D,2005FAIL
td0425112,2007,Hot Fuzz,2007FAIL
td0425123,2005,Just Like Heaven,2005PASS
td0425210,2006,Lucky Number Slevin,2006FAIL
td0425430,2007,The Messengers,2007PASS
td0427152,2010,Dinner for Schmucks,2010FAIL
td0427327,2007,Hairspray,2007PASS
td0427944,2005,Thank You for Smoking,2005FAIL
td0429493,2010,The A-Team,2010FAIL
td0429589,2006,The Ant Bully,2006FAIL
td0429591,2006,Aquamarine,2006PASS
td0430634,2006,Stick It,2006PASS
td0430770,2008,The Women,2008PASS
td0432021,2007,Resident Evil: Extinction,2007PASS
td0432283,2009,Fantastic Mr. Fox,2009FAIL
td0432291,2005,The Fog,2005PASS
td0432348,2005,Saw II,2005FAIL
td0433035,2011,Real Steel,2011FAIL
td0433362,2009,Daybreakers,2009FAIL
td0433383,2005,"Good Night, and Good Luck.",2005FAIL
td0433386,2006,The Grudge 2,2006PASS
td0434409,2005,V for Vendetta,2005PASS
td0435623,2005,Conversations with Other Women,2005FAIL
td0435625,2005,The Descent,2005PASS
td0435761,2010,Toy Story 3,2010FAIL
td0436331,2006,Friends with Money,2006PASS
td0436339,2009,G-Force,2009FAIL
td0436697,2006,The Queen,2006FAIL
td0437800,2006,Akeelah and the Bee,2006PASS
td0438097,2006,Ice Age: The Meltdown,2006FAIL
td0438488,2009,Terminator Salvation,2009FAIL
td0439289,2006,Running with Scissors,2006PASS
td0439478,2005,Boynton Beach Club,2005PASS
td0439815,2006,Slither,2006PASS
td0441773,2008,Kung Fu Panda,2008FAIL
td0441909,2006,Volver,2006PASS
td0442933,2007,Beowulf,2007PASS
td0443272,2012,Lincoln,2012PASS
td0443295,2005,"Yours, Mine and Ours",2005PASS
td0443453,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006FAIL
td0443536,2005,Hoodwinked!,2005PASS
td0443543,2006,The Illusionist,2006FAIL
td0445922,2007,Across the Universe,2007PASS
td0445934,2007,Blades of Glory,2007PASS
td0446029,2010,Scott Pilgrim vs. the World,2010PASS
td0446046,2006,Take the Lead,2006PASS
td0446755,2006,The Painted Veil,2006FAIL
td0448011,2009,Knowing,2009FAIL
td0448134,2007,Sunshine,2007FAIL
td0448157,2008,Hancock,2008FAIL
td0448182,2009,Yesterday Was a Lie,2009PASS
td0448694,2011,Puss in Boots,2011FAIL
td0449010,2006,Eragon,2006FAIL
td0449059,2006,Little Miss Sunshine,2006PASS
td0449088,2007,Pirates of the Caribbean: At Worlds End,2007PASS
td0450259,2006,Blood Diamond,2006FAIL
td0450278,2005,Hostel,2005FAIL
td0450385,2007,1408,2007PASS
td0451094,2005,Chinjeolhan geumjassi,2005PASS
td0451176,2006,Quinceanera,2006PASS
td0452594,2006,The Break Up,2006FAIL
td0452608,2008,Death Race,2008FAIL
td0452623,2007,Gone Baby Gone,2007PASS
td0452637,2006,Lady in the Water,2006FAIL
td0452694,2009,The Time Travelers Wife,2009FAIL
td0453556,2007,TMNT,2007FAIL
td0454082,2006,Black Christmas,2006PASS
td0454848,2006,Inside Man,2006FAIL
td0454876,2012,Life of Pi,2012FAIL
td0454921,2006,The Pursuit of Happyness,2006FAIL
td0454945,2006,Shes the Man,2006FAIL
td0455407,2010,The Crazies,2010PASS
td0455824,2008,Australia,2008FAIL
td0455857,2006,When a Stranger Calls,2006PASS
td0457430,2006,El laberinto del fauno (Pan's Labyrinth),2006PASS
td0457510,2006,Nacho Libre,2006FAIL
td0457572,2006,Fido,2006FAIL
td0457939,2006,The Holiday,2006PASS
td0458339,2011,Captain America: The First Avenger,2011FAIL
td0458352,2006,The Devil Wears Prada,2006PASS
td0458525,2009,X-Men Origins: Wolverine,2009FAIL
td0460989,2006,The Wind That Shakes the Barley,2006FAIL
td0461770,2007,Enchanted,2007PASS
td0462538,2007,The Simpsons Movie,2007PASS
td0463034,2006,"You, Me and Dupree",2006FAIL
td0463854,2007,28 Weeks Later,2007PASS
td0464049,2006,The History Boys,2006FAIL
td0465494,2007,Hitman,2007FAIL
td0465502,2008,Igor,2008FAIL
td0465538,2007,Michael Clayton,2007FAIL
td0465551,2006,Notes on a Scandal,2006PASS
td0465580,2009,Push,2009PASS
td0466893,2011,Margaret,2011PASS
td0467197,2008,Max Payne,2008PASS
td0467200,2008,The Other Boleyn Girl,2008PASS
td0467406,2007,Juno,2007PASS
td0468492,2006,The Host,2006PASS
td0468569,2008,The Dark Knight,2008FAIL
td0469494,2007,There Will Be Blood,2007FAIL
td0470705,2006,Bug,2006PASS
td0470765,2006,For Your Consideration,2006PASS
td0471042,2011,Tower Heist,2011FAIL
td0472033,2009,9,2009FAIL
td0472062,2007,Charlie Wilsons War,2007PASS
td0472181,2011,The Smurfs,2011PASS
td0472399,2011,The Mechanic,2011FAIL
td0473075,2010,Prince of Persia: The Sands of Time,2010FAIL
td0473308,2007,Waitress,2007PASS
td0473705,2009,State of Play,2009PASS
td0474361,2005,Sisters in Law,2005PASS
td0475394,2006,Smokin Aces,2006FAIL
td0477071,2007,Premonition,2007PASS
td0477080,2010,Unstoppable,2010FAIL
td0477139,2006,Wristcutters: A Love Story,2006FAIL
td0477347,2006,Night at the Museum,2006PASS
td0477348,2007,No Country for Old Men,2007FAIL
td0478087,2008,21,2008PASS
td0478304,2011,The Tree of Life,2011FAIL
td0478311,2007,Knocked Up,2007PASS
td0479647,2006,"Bon Cop, Bad Cop",2006FAIL
td0479884,2006,Crank,2006FAIL
td0480249,2007,I Am Legend,2007PASS
td0480255,2010,The Losers,2010FAIL
td0480687,2011,Hall Pass,2011FAIL
td0481141,2007,No Reservations,2007PASS
td0481369,2007,The Number 23,2007FAIL
td0481499,2013,The Croods,2013FAIL
td0482546,2006,Miss Potter,2006PASS
td0482571,2006,The Prestige,2006FAIL
td0482606,2008,The Strangers,2008FAIL
td0483607,2008,Doomsday,2008PASS
td0483726,2006,Man of the Year,2006FAIL
td0485601,2009,The Secret of Kells,2009FAIL
td0485985,2012,Red Tails,2012FAIL
td0486321,2008,Fly Me to the Moon,2008FAIL
td0486576,2007,Fantastic Four: Rise of the Silver Surfer,2007FAIL
td0486655,2007,Stardust,2007PASS
td0486822,2007,Disturbia,2007PASS
td0489018,2008,Day of the Dead,2008PASS
td0489099,2008,Jumper,2008FAIL
td0490166,2006,London To Brighton,2006PASS
td0493430,2006,Jackass Number Two,2006FAIL
td0493464,2008,Wanted,2008FAIL
td0493949,2010,Ramona and Beezus,2010PASS
td0494238,2008,Inkheart,2008PASS
td0494652,2008,"Welcome Home, Roscoe Jenkins",2008FAIL
td0496436,2007,White Noise 2: The Light,2007FAIL
td0497465,2008,Vicky Cristina Barcelona,2008PASS
td0498353,2007,Hostel: Part II,2007PASS
td0498380,2006,Letters from Iwo Jima,2006FAIL
td0498399,2007,We Own the Night,2007FAIL
td0499448,2008,The Chronicles of Narnia: Prince Caspian,2008PASS
td0499549,2009,Avatar,2009FAIL
td0756683,2007,The Man from Earth,2007FAIL
td0758746,2009,Friday the 13th,2009FAIL
td0758752,2010,Love and Other Drugs,2010FAIL
td0758758,2007,Into the Wild,2007FAIL
td0758766,2007,Music and Lyrics,2007FAIL
td0758794,2006,We Are Marshall,2006FAIL
td0762125,2009,Planet 51,2009FAIL
td0765010,2009,Brothers,2009PASS
td0765443,2007,Eastern Promises,2007PASS
td0765446,2013,Escape from Planet Earth,2013PASS
td0765476,2008,Meet Dave,2008FAIL
td0770703,2011,Whats Your Number,2011PASS
td0770828,2013,Man of Steel,2013PASS
td0775489,2010,The Illusionist,2010FAIL
td0775529,2007,The Savages,2007PASS
td0780504,2011,Drive,2011FAIL
td0780511,2009,Everybodys Fine,2009FAIL
td0780521,2009,The Princess and the Frog,2009PASS
td0780536,2008,In Bruges,2008FAIL
td0780607,2007,The Signal,2007FAIL
td0780622,2007,Teeth,2007FAIL
td0780653,2010,The Wolfman,2010FAIL
td0783233,2007,Atonement,2007PASS
td0783238,2006,The Dead Girl,2006PASS
td0787475,2007,Hot Rod,2007FAIL
td0790628,2013,The Incredible Burt Wonderstone,2013FAIL
td0790712,2009,The Messenger,2009FAIL
td0790724,2012,Jack Reacher,2012FAIL
td0790736,2013,R.I.P.D.,2013FAIL
td0795351,2009,Case 39,2009PASS
td0795368,2007,Death at a Funeral,2007PASS
td0796366,2009,Star Trek,2009PASS
td0799934,2008,Be Kind Rewind,2008FAIL
td0800039,2008,Forgetting Sarah Marshall,2008PASS
td0800080,2008,The Incredible Hulk,2008FAIL
td0800241,2008,Transsiberian,2008PASS
td0800308,2008,Appaloosa,2008FAIL
td0800320,2010,Clash of the Titans,2010FAIL
td0800369,2011,Thor,2011PASS
td0804497,2010,Its Kind of a Funny Story,2010FAIL
td0805564,2007,Lars and the real Girl,2007PASS
td0808151,2009,Angels  Demons,2009FAIL
td0808244,2008,Easy Virtue,2008PASS
td0808417,2007,Persepolis,2007PASS
td0808526,2009,Life During Wartime,2009PASS
td0810784,2009,Bright Star,2009PASS
td0811080,2008,Speed Racer,2008PASS
td0814255,2010,Percy Jackson  the Olympians: The Lightning Thief,2010FAIL
td0814314,2008,Seven Pounds,2008PASS
td0815244,2007,Sydney White,2007PASS
td0816442,2013,The Book Thief,2013PASS
td0816462,2011,Conan the Barbarian,2011FAIL
td0816711,2013,World War Z,2013FAIL
td0817230,2010,Valentines Day,2010PASS
td0821642,2009,The Soloist,2009FAIL
td0822847,2011,Priest,2011FAIL
td0822854,2007,Shooter,2007FAIL
td0824747,2008,Changeling,2008PASS
td0824758,2009,The Last Station,2009PASS
td0825232,2007,The Bucket List,2007FAIL
td0829482,2007,Superbad,2007FAIL
td0830515,2008,Quantum of Solace,2008FAIL
td0832266,2008,"Definitely, Maybe",2008PASS
td0837562,2012,Hotel Transylvania,2012PASS
td0838283,2008,Step Brothers,2008FAIL
td0840361,2010,The Town,2010FAIL
td0842926,2010,The Kids Are All Right,2010PASS
td0844286,2008,The Brothers Bloom,2008FAIL
td0844471,2009,Cloudy with a Chance of Meatballs,2009FAIL
td0848228,2012,The Avengers,2012FAIL
td0848537,2013,Epic,2013PASS
td0848557,2007,Diary of the Dead,2007PASS
td0852713,2008,The House Bunny,2008PASS
td0857191,2007,The Visitor,2007FAIL
td0861689,2008,Blindness,2008PASS
td0861739,2007,Tropa de Elite,2007PASS
td0862846,2008,Sunshine Cleaning,2008PASS
td0865556,2008,The Forbidden Kingdom,2008FAIL
td0866439,2008,Made of Honor,2008FAIL
td0870111,2008,Frost/Nixon,2008FAIL
td0871426,2008,Baby Mama,2008PASS
td0873886,2011,Red State,2011PASS
td0875034,2009,Nine,2009FAIL
td0876563,2008,Gake no ue no Ponyo,2008PASS
td0878804,2009,The Blind Side,2009FAIL
td0878835,2010,Please Give,2010PASS
td0879870,2010,"Eat, Pray, Love",2010PASS
td0881891,2009,All About Steve,2009PASS
td0882978,2008,Three Kingdoms: Resurrection of the Dragon,2008FAIL
td0884328,2007,The Mist,2007PASS
td0887883,2008,Burn After Reading,2008FAIL
td0887912,2008,The Hurt Locker,2008FAIL
td0889573,2010,The Switch,2010FAIL
td0889583,2009,Br&uuml;no,2009FAIL
td0892255,2008,Che: Part One,2008FAIL
td0892318,2010,Letters to Juliet,2010FAIL
td0892769,2010,How to Train Your Dragon,2010PASS
td0892782,2009,Monsters vs Aliens,2009FAIL
td0892791,2010,Shrek Forever After,2010FAIL
td0896923,2009,The City of Your Final Destination,2009PASS
td0898367,2009,The Road,2009FAIL
td0901476,2009,Bride Wars,2009PASS
td0903624,2012,The Hobbit: An Unexpected Journey,2012FAIL
td0907657,2006,Once,2006FAIL
td0910936,2008,Pineapple Express,2008FAIL
td0910970,2008,WALL-E,2008FAIL
td0913354,2009,Armored,2009FAIL
td0918927,2008,Doubt,2008PASS
td0926084,2010,Harry Potter and the Deathly Hallows: Part 1,2010PASS
td0926129,2008,Prom Night,2008PASS
td0929632,2009,Precious: Based on the Novel Push by Sapphire,2009PASS
td0935075,2010,Rabbit Hole,2010PASS
td0936501,2008,Taken,2008PASS
td0938283,2010,The Last Airbender,2010FAIL
td0938330,2012,Silent Hill: Revelation 3D,2012PASS
td0942385,2008,Tropic Thunder,2008FAIL
td0942903,2008,Stargate: The Ark of Truth,2008FAIL
td0944835,2010,Salt,2010PASS
td0945513,2011,Source Code,2011FAIL
td0947798,2010,Black Swan,2010PASS
td0947810,2010,Green Zone,2010FAIL
td0948470,2012,The Amazing Spider-Man,2012FAIL
td0954947,2010,The Killer Inside Me,2010FAIL
td0955308,2010,Robin Hood,2010FAIL
td0959337,2008,Revolutionary Road,2008PASS
td0960731,2008,Bedtime Stories,2008PASS
td0962726,2008,High School Musical 3: Senior Year,2008PASS
td0962736,2009,The Young Victoria,2009PASS
td0963966,2010,The Sorcerers Apprentice,2010FAIL
td0964517,2010,The Fighter,2010FAIL
td0964587,2007,St. Trinians,2007PASS
td0968264,2010,The Conspirator,2010FAIL
td0970179,2011,Hugo,2011FAIL
td0970411,2008,City of Ember,2008PASS
td0970416,2008,The Day the Earth Stood Still,2008PASS
td0971209,2009,A Perfect Getaway,2009FAIL
td0974661,2009,17 Again,2009PASS
td0976051,2008,The Reader,2008FAIL
td0977855,2010,Fair Game,2010PASS
td0978759,2008,Frozen River,2008PASS
td0978764,2011,Sucker Punch,2011PASS
td0980970,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010PASS
td0981072,2008,The Lucky Ones,2008PASS
td0981227,2008,Nick and Norahs Infinite Playlist,2008PASS
td0983193,2011,The Adventures of Tintin,2011FAIL
td0985694,2010,Machete,2010PASS
td0985699,2008,Valkyrie,2008FAIL
td0986263,2009,Surrogates,2009FAIL
td0988045,2009,Sherlock Holmes,2009FAIL
td0989757,2010,Dear John,2010FAIL
td0990407,2011,The Green Hornet,2011FAIL
td0993842,2011,Hanna,2011PASS
td0993846,2013,The Wolf of Wall Street,2013FAIL
td0995039,2008,Ghost Town,2008FAIL
td0999913,2011,Straw Dogs,2011PASS
td1000774,2008,Sex and the City,2008PASS
td1001508,2009,Hes Just Not That Into You,2009PASS
td1001526,2010,Megamind,2010FAIL
td1003034,2009,Perriers Bounty,2009FAIL
td1007029,2011,The Iron Lady,2011PASS
td1010048,2008,Slumdog Millionaire,2008FAIL
td1013743,2010,Knight and Day,2010FAIL
td1013752,2009,Fast  Furious,2009FAIL
td1013753,2008,Milk,2008FAIL
td1013860,2010,Dylan Dog: Dead of Night,2010FAIL
td1014759,2010,Alice in Wonderland,2010PASS
td1017451,2010,The Runaways,2010PASS
td1017460,2009,Splice,2009PASS
td1018785,2008,The Sisterhood of the Traveling Pants 2,2008PASS
td1019452,2009,A Serious Man,2009FAIL
td1020558,2010,Centurion,2010FAIL
td1022603,2009,(500) Days of Summer,2009FAIL
td1024648,2012,Argo,2012PASS
td1024744,2009,I Come with the Rain,2009FAIL
td1027718,2010,Wall Street: Money Never Sleeps,2010FAIL
td1028576,2010,Secretariat,2010PASS
td1032755,2008,RocknRolla,2008FAIL
td1033643,2008,What Happens In Vegas,2008PASS
td1034032,2009,Gamer,2009FAIL
td1034303,2008,Defiance,2008PASS
td1035736,2009,Coco avant Chanel,2009PASS
td1038686,2010,Legion,2010PASS
td1038988,2007,[Rec],2007PASS
td1041829,2009,The Proposal,2009FAIL
td1045658,2012,Silver Linings Playbook,2012PASS
td1045772,2009,I Love You Phillip Morris,2009FAIL
td1046173,2009,G.I. Joe: The Rise of Cobra,2009FAIL
td1046997,2008,Miracle at St. Anna,2008FAIL
td1047540,2012,Parental Guidance,2012PASS
td1049413,2009,Up,2009FAIL
td1053424,2010,Repo Men,2010PASS
td1054606,2009,The Imaginarium of Doctor Parnassus,2009FAIL
td1055369,2009,Transformers: Revenge of the Fallen,2009PASS
td1057500,2009,Invictus,2009FAIL
td1058017,2009,The Invention of Lying,2009FAIL
td1059786,2008,Eagle Eye,2008FAIL
td1060277,2008,Cloverfield,2008PASS
td1068242,2011,Footloose,2011PASS
td1068678,2009,Veronika Decides to Die,2009PASS
td1068680,2008,Yes Man,2008FAIL
td1074638,2012,Skyfall,2012FAIL
td1077262,2009,Ajami,2009FAIL
td1078588,2009,My Sisters Keeper,2009PASS
td1080016,2009,Ice Age: Dawn of the Dinosaurs,2009FAIL
td1082868,2008,Quarantine,2008PASS
td1083456,2009,Fired Up!,2009FAIL
td1084950,2008,Rachel Getting Married,2008PASS
td1091722,2009,Adventureland,2009FAIL
td1092026,2011,Paul,2011PASS
td1093357,2011,The Darkest Hour,2011PASS
td1099212,2008,Twilight,2008PASS
td1103982,2009,The Girlfriend Experience,2009FAIL
td1104001,2010,Tron Legacy,2010FAIL
td1104733,2008,Hamlet 2,2008PASS
td1111422,2009,The Taking of Pelham 123,2009FAIL
td1119646,2009,The Hangover,2009FAIL
td1120985,2010,Blue Valentine,2010FAIL
td1121977,2009,Mother and Child,2009PASS
td1125849,2008,The Wrestler,2008FAIL
td1126591,2010,Burlesque,2010PASS
td1126618,2010,Morning Glory,2010PASS
td1127180,2009,Drag Me to Hell,2009PASS
td1129423,2008,Fireproof,2008FAIL
td1130080,2009,The Informant!,2009FAIL
td1130884,2010,Shutter Island,2010FAIL
td1131729,2009,The Boat That Rocked,2009FAIL
td1131734,2009,Jennifers Body,2009PASS
td1132620,2009,The Girl with the Dragon Tattoo,2009FAIL
td1133985,2011,Green Lantern,2011FAIL
td1135084,2010,Takers,2010FAIL
td1135503,2009,Julie  Julia,2009PASS
td1136608,2009,District 9,2009FAIL
td1139328,2010,The Ghost Writer,2010FAIL
td1139668,2009,The Unborn,2009PASS
td1139797,2008,L&aring;t den r&auml;tte komma in (Let the Right One In),2008FAIL
td1142977,2012,Frankenweenie,2012FAIL
td1142988,2009,The Ugly Truth,2009FAIL
td1144884,2009,The Final Destination,2009PASS
td1149361,2009,Micmacs (Micmacs &agrave; tire-larigot),2009FAIL
td1152398,2011,Beastly,2011FAIL
td1152836,2009,Public Enemies,2009FAIL
td1152850,2008,Wendy and Lucy,2008PASS
td1155056,2009,"I Love You, Man",2009FAIL
td1155076,2010,The Karate Kid,2010FAIL
td1156398,2009,Zombieland,2009PASS
td1161864,2011,The Rite,2011FAIL
td1164999,2010,Biutiful,2010FAIL
td1170358,2013,The Hobbit: The Desolation of Smaug,2013FAIL
td1172233,2009,Whip It,2009PASS
td1174732,2009,An Education,2009PASS
td1176740,2009,Away We Go,2009PASS
td1178663,2009,Whatever Works,2009FAIL
td1179891,2009,My Bloody Valentine 3D,2009FAIL
td1179904,2007,Paranormal Activity,2007FAIL
td1182345,2009,Moon,2009FAIL
td1182350,2010,You Will Meet a Tall Dark Stranger,2010PASS
td1183923,2010,Welcome to the Rileys,2010PASS
td1185616,2008,Waltz with Bashir,2008FAIL
td1185836,2009,Adam,2009FAIL
td1186367,2009,Ninja Assassin,2009FAIL
td1186830,2009,Agora,2009FAIL
td1188729,2009,Pandorum,2009FAIL
td1189340,2011,The Lincoln Lawyer,2011FAIL
td1190080,2009,2012,2009FAIL
td1191111,2009,Enter the Void,2009FAIL
td1192628,2011,Rango,2011FAIL
td1193138,2009,Up in the Air,2009FAIL
td1194263,2009,Get Low,2009FAIL
td1194417,2010,Casino Jack,2010FAIL
td1196141,2010,Diary of a Wimpy Kid,2010PASS
td1197624,2009,Law Abiding Citizen,2009FAIL
td1201167,2009,Funny People,2009FAIL
td1201607,2011,Harry Potter and the Deathly Hallows: Part 2,2011FAIL
td1204342,2011,The Muppets,2011FAIL
td1204975,2013,Last Vegas,2013FAIL
td1205489,2008,Gran Torino,2008FAIL
td1210042,2009,Brooklyns Finest,2009FAIL
td1210166,2011,Moneyball,2011FAIL
td1210819,2013,The Lone Ranger,2013FAIL
td1211956,2013,Escape Plan,2013FAIL
td1212436,2010,The Back-up Plan,2010PASS
